row_id,finding_id,raiser,short_desc,correspondence,counterpart_severity,notes,era
MATE4A,MATE4A-A1,A,the interior_witness rescue rung RUNS and declines with all 14 fixed D9 candidates missing a ~7.5e-3 overlap while the flush seat certifies through the same rung,severity_split,MINOR/NOTE,row: the central finding is BILATERAL with a severity split (RB M-A-F 0/2/2 carries no MAJOR); no tally candidate,post-5.1
MESH5,MESH5-A1,A,"the removed ResolutionOverflow IS reachable through the public revolve door (two extreme-aspect frustum wedges refused at base, certified at head)",severity_split,NOTE,row: bilateral-in-substance with RB s NOTE; RB judged the same needle-cone edge a NOTE,post-5.1
SEAT2,SEAT2-A1,A,the retired premise survives in a SHIPPED caption and the register intro,severity_split,MINOR,"row: RA s two MAJORs were BOTH mentioned by RB at MINOR severity, so neither is unilateral",post-5.1
SEAT2,SEAT2-A2,A,the hand-off list wrong in both directions,severity_split,MINOR,row: same,post-5.1
MATE9,MATE9-B1,B,the rung confines the POINT but not the EDGES: a spike s vertical edges diving through the seat plane get both hard findings backed while inside the post s material,unilateral,none,"row declares it unilateral and executed; RA s soundness attack concluded HELD on different fixtures, i.e. it engaged the surface but never raised the defect",post-5.1
MATE9,MATE9-A2,A,pair_region_verified -> if true leaves 445/445 topo plus the viewer story GREEN: the whole verified-interface conjunct is unguarded,unilateral,none,row: RB did not run the mutation and raises nothing here,post-5.1
MATE9,MATE9-A1,A,the dropped classify_material_pairing Smooth precondition,severity_split,MINOR,"row: BILATERAL-in-substance with RB s MIN at split severity, adjudicated MAJOR",post-5.1
SEAT3,SEAT3-A1,A,the module s soul claim names flush_pair_relation as the shared door three times while verify-at-use runs carrier_pair_relation,unilateral,none,row agrees: unilateral IN FORM,post-5.1
BOOL11,BOOL11-B1,B,the NOT_IN_DOCUMENT roster s falsifiability row does not falsify (inserting a document-spellable LineTo left five rows green),severity_split,MINOR,"row: RA found the SAME roster defect, reasoned plus the working direction executed; RA carries no MAJOR",post-5.1
MESH6,MESH6-A1,A,"the check_mesh price sentence ""+10-63%"" contradicted by the PR s own table (rows under +10%, one negative; the REJECTED candidate cheaper on three rows)",unilateral,none,row declares MAJOR-1 unilateral and executed via the committed instrument,post-5.1
MESH6,MESH6-A2,A,"seams live on the torus arm too, where the floor IS protective",severity_split,MINOR,"row: BILATERAL with RB MINOR-5 at split severity, label noise",post-5.1
TX-1,TX-1-X1,A,the receipt is blind to this change class (a 1e-9 mutation at the roots site left all ten byte-dumps identical),bilateral,MAJOR,"row: the same receipt finding in both arms, dedup single, RB supplied the missing evidence; recorded once",post-5.1
TX-1,TX-1-B2,B,"the planted red exercises NONE of the unit s code - it stops at wall_clearance, asserts only !Corrupt, and stays green under the arm-breaking mutation",unilateral,none,row: RA did not raise it and CREDITED the row - a calibration miss recorded by the orchestrator,post-5.1
TX-1,TX-1-B3,B,the capability record s EVERY-curved-wall claim falsified by sf2b s cylinder-wall wedge,severity_split,MINOR,"row: bilateral severity-split, no candidate",post-5.1
BOOL12,BOOL12-B1,B,the joint-0 flag followed the DECLARATION not the carriers (straight arrival onto an arc first side; cocircular declared tangent arrival),severity_split,MINOR,"row: BILATERAL with RA s design-surface MINOR, label noise",post-5.1
BOOL9,BOOL9-A1,A,"sweep s test-support feature no longer stands alone: cargo check -p verbs --all-targets RED in isolation, CI green only via editor-core s dev-dep unification",unilateral,none,row declares MAJOR-1 unilateral and executed; RB mergeable-after-MINORs with no MAJOR and nothing on the feature closure,post-5.1
SEATDV,SEATDV-B1,B,components >~1e154 overflow norm_squared to infinity; the infinite margin reads MAXIMALLY DEFINITE and datum_distance_sign returns a definite WRONG Sign,unilateral,none,"row declares the overflow-class MAJOR pair unilateral and executed, deduped to ONE defect; RA probed the visibility surface and the numeric range not at all",post-5.1
SEATFW,SEATFW-A1,A,"SELECT-DESIGN 3(b) states convergence ""not by calling the identical entry point"" where the head IS identity, in the section the unit amended",severity_split,MINOR,row: RA s two MAJORs are doc-only and converge with RB s MINORs,post-5.1
SEATFW,SEATFW-A2,A,the flush-plane scope class only half-swept on the public doors (a line break the single-line regex could not cross),severity_split,MINOR,row: same,post-5.1
SEATDN,SEATDN-B1,B,"the only-one-decide/normalize/refuse claim false: geom-core definitely_positive lets mirror_across_plane with normal (1e200,0,0) return Ok(identity)",severity_split,MINOR,row: RB s MAJOR and RA s MINOR are the SAME CLASS at different instances (RA executed sweep s AxisFrame::build) - severity labels divergent,post-5.1
SEATDN,SEATDN-B2,B,the site-name guard is asymmetric: a kernel mutant hardcoding DATUM_UNIT_NORM leaves the whole editor-core suite GREEN at default features,unilateral,none,listed as RB unilateral and executed; MAJOR status inferred from RB s 2/4/4 triple since the row describes only one MAJOR,post-5.1
SEAT9,SEAT9-A1,A,the frozen head stopped the witness at topo::props::fit_precision and left geom-brep s doors numeric while claiming Ev-gated nothing-triggered,severity_split,MINOR/NOTE,"row: RB engaged the same fact and called it a choice not a measurement that would not gate; divergent only on gating, doc/process class",post-5.1
SEAT9,SEAT9-A2,A,"the guard s signature scan reads only the text before the FIRST colon, so a one-line non-first `tolerance: f64` passes",severity_split,MINOR,"row: RA MAJOR-2 and RB MINOR-2 are the SAME CLASS at different instances, both executed",post-5.1
MESH7,MESH7-A1,A,the PR s central claim that the door ESTABLISHES the walk s premise per edge is FALSE: a pole-crossing great-circle arc passes on every face and with debug assertions off yields an Ok NON-watertight mesh,unilateral,none,row declares MAJOR-1 unilateral and executed; RB MERGEABLE 0/4/7 raises nothing in this family,post-5.1
MESH10,MESH10-A1,A,three public calls make fold_chain sum to a span > tau and every torus consumer answers SILENTLY 2x the volume where the base refused,severity_split,MINOR,"row: RB s MIN-2 is THE SAME SUBSTANCE at split severity, both executed",post-5.1
MESH12,MESH12-A1,A,"the parse re-decided only the UPPER half of certification s 0 < dt <= tau, so a hand-built REVERSED span (t0 = 3*pi, t1 = 0) was admitted and folded at half the area",severity_split,MINOR,"Dual B (the sample that counts): RA MAJOR == RB MINOR-1, same site, both executed. Dual A carried no MAJOR either arm",post-5.1
C5-1,C5-1-B1,B,"pt_ring_guard decided R-r only against its documented R>r>0: r=-0.3 mints MeridianCircles{radius:-0.3}, r=0 a zero-radius circle, R<0 transposes centres",severity_split,MINOR,"row: RB MAJ-1 = RA MIN-4, adjudicated to RB",post-5.1
C5-1,C5-1-B2,B,"four in-repo sentences still assert the table declines the pair post-flip, one in the opening-measurement row s own doc",unilateral,none,row declares it unilateral but doc-class,post-5.1
M10-4,M10-4-X1,B,"the chamber verdict is never bound to the build: ForeignVerdict compares axis NAMES, sensitivities checks no box; document A s verdict prices document B",bilateral,MAJOR,"row: RA found the SAME MAJ independently with its own red probe, dedup single; recorded once",post-5.1
M10-4,M10-4-A2,A,a LOFT section s dimension seeds to a silent finite ZERO where the spec forbids silent zeros,unilateral,none,"RB flagged the loft as the unexecuted arm (T1) but never raised the silent-zero defect; that is a coverage remark, not a mention of this finding",post-5.1
M10-5,M10-5-X1,A,"the fold reports Holds over ZERO certified leaves, and refused leaves stay priced as CERTIFIED mass",bilateral,MAJOR,"row: RB found the SAME zero-leaf fold MAJ independently with red probes, dedup single; recorded once",post-5.1
M10-5,M10-5-X2,A,the BVH prunes on a raw separation_lo > c while the funnel classifies through the band (two blocks eps/2 apart pruned to Holds with an empty receipt),bilateral,MAJOR,"row: RB found the SAME band-prune MAJ independently, dedup single; recorded once",post-5.1
M10-5,M10-5-A3,A,"every Violated row is a budget exhaustion at exactly 65,536 cells because the sweep never stops at the first definite violation; whether Violated is reached depends on DFS order",unilateral,none,row declares it unilateral by execution; RB raises nothing on the narrative or the DFS dependence,post-5.1
M10-5,M10-5-B3,B,the strict violation arm has no reachable path: two unit blocks OVERLAPPING by 1.5 m return Refused(Budget) at every budget,unilateral,none,row declares it unilateral by execution; RA raises nothing on the strict arm s reachability,post-5.1
M10-6,M10-6-A1,A,min_separation encloses over carrier WINDOWS while MinSeparation s docs sell containment over trimmed faces: AtLeast 0.2 certifies a FALSE Violated and AtMost 0.15 a FALSE Holds,unclear,disputed,"row calls it unilateral, but the same row records that RB MET THE FIRST S SHAPE and scoped it to M10-5 s filed item - engaging and dispositioning a finding reads as a mention, so (a) is not established",post-5.1
M10-6,M10-6-A2,A,the tour s stop-2 headline decided on a raw worst_case.lo < bound at -4.2e-11 while the document s own Assertion over the identical enclosure read Holds,unilateral,none,row: RB did not exercise the narration,post-5.1
M10-6,M10-6-B1,B,"VerdictVector::certifying drops Assertion rows from the certification comparison, moving witness_vector, serialize() and every leaf key",severity_split,MINOR,row: RA had it as a MINOR,post-5.1
M10-6,M10-6-B2,B,"the row-3 demotion is per-invocation, so E6 s rule-1 re-open trigger would print among 15,768 rule-2/3 flags and stay green",severity_split,MINOR,row: RB s two MAJORs are bilateral at split severity with RA s MINORs 3 and 10,post-5.1
M10-7,M10-7-X1,A,Sym::opaque(1.0) - Sym::opaque(2.0) decides a symbolic Zero (every opaque value carries the reserved id 0),bilateral,MAJOR,"row: RB found the SAME opaque-id false theorem independently, dedup single; recorded once",post-5.1
M10-7,M10-7-A2,A,"claim 6 s mechanism misattributed: the slab s certifying half-width is eps-DEPENDENT (0.488 at 1e-9, 0.439 at 1e-6) and the re-cut row could not see it",unilateral,none,"row names it RA s ceiling-mechanism MAJ, one of the pair s two unilateral execution findings",post-5.1
M10-7,M10-7-B2,B,"the driver K row s gate DISARMED: k-lint rejected the driver CSV at its first sample row, ZERO samples linted, and the step stayed green because ci.yml read PIPESTATUS after $? had reset it",unilateral,none,"row names it RB s disarmed-gate MAJ, the other half of the symmetric pair",post-5.1
M10-8,M10-8-B1,B,"the freezes are sqrt atoms over CONSTANT forms and a value-free fold relieves them: whole-certifying ceiling 3.74e-8 -> 3.88e-7 (10.4x) at half the cost, an annulus 39x",unilateral,none,"row: RA did not try constant folding, and its own variants were inert on every document - recorded conflict, not contradiction",post-5.1
M10-8,M10-8-A1,A,"the rounded-corner pad e2e refuses first on carrier_line_circle, a constructor-DECLARED tangency - the live consumer the unit said the door lacked",unilateral,none,"row names it a tally candidate, unilateral by execution",post-5.1
M10-8,M10-8-X2,A,the section-1 instrument mis-attributes each replay s first decisions to the previous replay s last predicate,bilateral,MAJOR,row lists the instrument s mis-attribution among the bilateral findings; recorded once,post-5.1
M10-9,M10-9-A1,A,"at Sym<Interval> the witness is ""the enclosures meet"", which any coincidence satisfies (x^2 = x over [0.9,1.1] Recorded, then Zero for the whole box)",severity_split,MINOR,"row: RA s two MAJORs are RB s MINOR-1 and NOTE-6, severity divergence",post-5.1
M10-9,M10-9-A2,A,"the debug-assert that would catch a false axiom is silently exempted for Discharge::Registered, and refusals leave no trace",severity_split,NOTE,row: RA s two MAJORs are RB s MINOR-1 and NOTE-6,post-5.1
M10-9,M10-9-B1,B,the bracket/pad/annulus are NOT bounded by line_span - the PR read the first refusal where evaluation order picks it; line_span is itself an identity of the fillet construction,severity_split,MINOR,"row: the evaluation-order artefact is RA m6, a subset of this MAJOR - so it was mentioned",post-5.1
M10-9,M10-9-B2,B,"an evidence dial passing each identity in turn walks the plate to 2.63e8*eps = 0.263 of the real study, the real flip E12 predicts",unilateral,none,row names the four-identity walk unilateral by execution; RA never reaches it,post-5.1
CS-1,CS-1-A1,A,the refusal-text sweep CREATED a false sentence (join_germ_pair vs pair_section_frame conflated in CurvedBooleanUnsupported s doc),unilateral,none,"row declares MAJ-1 unilateral, doc-class",post-5.1
CS-1,CS-1-A2,A,the spec-mandated factored form invisible to the whole suite (MUT-H 15/15 green) with the rationale false at its own numbers,severity_split,MINOR,row: MAJ-2 bilateral with RB s MIN,post-5.1
CS-1,CS-1-A3,A,"the opening row s sphere-face half pinned VACUOUSLY, face discarded",unilateral,none,"row declares MAJ-3 a unilateral tally candidate, test-gap",post-5.1
K1,K1-A1,A,the exit decides outside the named predicate; its margin never reaches the k-ledger,severity_split,MINOR,row: A1 == RB M4 at divergent severity,post-5.1
K1,K1-A2,A,the integral lane has no row that reds when the exit stops firing; a threshold loosened to -zero leaves every row green,unclear,rubric-only,"row: A2 was found by RB in substance but RB SCORED IT IN THE RUBRIC, NOT AS A FINDING. Whether a rubric score counts as a mention at a severity is unresolved, so coded unclear rather than counted either way",post-5.1
K3,K3-X1,B,no hosted run at the eps where the saving exists (all three runs 1e-12; the acceptance s hosted row unmet),bilateral,MAJOR,row: the hosted-evidence and cost MAJORs are BILATERAL (RA MAJ-2 == RB s two); recorded once,post-5.1
K3,K3-X2,B,at 1e-12 the new suite costs 9.57 / 8.17 cpu-s against 0 saved - the #1 and #2 slowest tests of their shards,bilateral,MAJOR,row: bilateral; recorded once,post-5.1
K3,K3-A1,A,"the suite is VACUOUS at 1e-12: the certifying fixture refuses after round 0, the identity row takes its Err arm, and three mutants LIVE at 1e-12",unilateral,none,row: RB ran its mutants at 1e-9 only and never reached the vacuity,post-5.1
PROPS-1,PROPS-1-B1,B,"the new totality clause false - the numerator scales as |onto|^2*|self|, measured to inf and to a silent zero",severity_split,MINOR,row: both MAJORs converged in substance with RA at MINOR severity,post-5.1
PROPS-1,PROPS-1-B2,B,the wide-onto regression undisclosed and unpinnable by a corpus with no onto width (measured 34x),severity_split,MINOR,row: RA measured 1022x on a zero-straddling component at MINOR,post-5.1
Span,Span-B1,B,deleting the load-bearing admits at the curve doors turned a poisoning public door into a PANIC (a Span from a longer KnotVector walks base+j off the end),unclear,MINOR (disputed),"row labels MAJOR-1 UNILATERAL yet also records that RA probed the same curve half with equal control counts, saw finite wrong answers and filed the free hull doors answering degree-mismatch shapes finitely as a MINOR. Whether that is the same issue is unresolved, so coded unclear",post-5.1
Span,Span-B2,B,the dead private guard last >= control.len(),unilateral,none,RA silent; the row marks it (reading),post-5.1
Span,Span-B3,B,"the surface argument indicts the curve half, which still took (&self, span)",unilateral,none,RA silent; the row marks it (design/reading),post-5.1
Span,Span-X4,B,"quad.rs s (kv, span) door byte-identical to main while the body said it was converted",bilateral,MAJOR,"row: bilateral, RA carried the same MAJOR; recorded once",post-5.1
k-stats,k-stats-A1,A,the escalation channel misses the family of eight shipped sites that mint their own Indeterminate after a definite sign while drive.rs says none is known,severity_split,MINOR,"row: converged with RB s MINOR 3 in substance - severity divergence, not a tally candidate",post-5.1
coeffs,coeffs-A1,A,"the territory section false - quad.rs, shell s offset_meters.rs and mesh s nurbs_cert.rs touched unannounced",severity_split,MINOR,row: converged with RB s MINOR 3 in substance - severity divergence,post-5.1
SHELL-1,SHELL-1-X1,B,holes.1 documented as a source key is a RESULT key on every revolve cap,bilateral,MAJOR,row: RA MAJOR-1 is the same holes.1 key space; recorded once,post-5.1
SHELL-1,SHELL-1-A2,A,a ring_rows source column rotated by one leaves all 41 shell rows green,unilateral,none,row declares MAJOR-2 unilateral; RB pinned the exact correspondence in its own audit but did not raise the shipped rows gap - an audit is not a finding,post-5.1
RC-1,RC-1-B1,B,TogetherEdgeDisagreement s PUBLIC doc and Display assert a cause its three raising sites do not share,unilateral,none,row declares MAJ-1 unilateral; RA 0 MAJ and silent here,post-5.1
SHELL-5,SHELL-5-A1,A,the footprint gate is blind to concave-edge growth (notched single-shell twin on the merge base),severity_split,MINOR,"row: RB carried the same gate defect at MINOR, convergent",post-5.1
SHELL-6,SHELL-6-A1,A,"section 2.1 dropped as unreachable but the per-chart door builds at |d| <= eps/sin(alpha), and the wrong nappe lands the apex 8.2e-9 m off",unilateral,none,"row declares MAJOR-1 unilateral, demonstrated by execution; MAJOR-2 is the same fact, dedup single; RB 0 MAJORs",post-5.1
SHELL-8,SHELL-8-X1,A,"the PR s byte-identity claim false - shell8_dump differs 6 rows head vs base, attributed by mutation to the lift s per-solid scope; the section-3 STOP fired and was reported as not fired",bilateral,MAJOR,"row: the one MAJOR is convergent, both arms by execution; recorded once",post-5.1
SHELL-9,SHELL-9-B1,B,the closing mint LAUNDERS a wrong-content operand row: a vessel with one face s row on another face s half-edge fails tier 3 and shells to Ok,unclear,NOTE (contested),row calls it the pair s tally candidate while also recording that the INSTANCE was PR-disclosed and RA-noted (RA s NOTE on the disclosed half-minted-operand behaviour change). RB widened the class; whether the widening is a separate finding or a severity split on one defect is unresolved,post-5.1
SHELL-10,SHELL-10-A1,A,"the doors new sentence ""the one whole-body read left is the closing tier-2 check"" false by 18",severity_split,MINOR,row: RA s MAJOR is doc-class and its fact convergent (the tier-2 rule in three homes is on the convergent list); RB carries no MAJOR,post-5.1
C5A2,C5A2-A1,A,the extent-levered aperture guard admits a ~101 eps off-surface mint,unilateral,none,row declares MAJ-1 unilateral and code-class; RB s finds are elsewhere,post-5.1
T3A,T3A-A1,A,the pole-touching sphere face is described WRONGLY (executed against a 3-D oracle),unilateral,none,row declares RA MAJOR-1 unilateral and code-class,post-5.1
T3A,T3A-B2,B,assembled s unstated span-vs-period premise (executed at 3*tau),unilateral,none,row declares RB MAJOR-2 unilateral and code-class,post-5.1
T3A,T3A-B1,B,the arc-envelope minting path unpinned on real bodies,severity_split,MINOR,"row: RA MINOR-2 = RB MAJOR-1, both by planting invisible mutants",post-5.1
TBOX,TBOX-B1,B,"the lone-circle-loop face: 1591/1681 material points outside the box, tier-1/2 validate and the mint accept it while the Decide lane refuses it",unilateral,none,row declares RB s MAJOR unilateral and code-class; RA 0 MAJ,post-5.1
T1,T1-A1,A,"an out-of-domain u certifies (12/12 executed), with the IsoUnsupported doc invalidated in place",severity_split,MINOR,row: RB found the SAME out-of-domain u at MINOR; converged on every substantive finding at differing severities,post-5.1
WB-1,WB-1-X1,A,the principal winding/bulge finding,bilateral,MAJOR,"row: same principal found independently by both arms, BILATERAL, dedup single, no tally candidate; recorded once",post-5.1
H4,H4-B2,B,the plane-sphere setback sign survived its mutant across all 1030 rows and feeds predicate 2 s consumption screen,unilateral,none,"row: RA never mentioned it; class test-gap on moved code, dedup single, orchestrator-verified at adjudication",post-5.1
H4,H4-B1,B,second RB MAJOR not identified,unclear,unclear,"RB MERGEABLE-AFTER-FIXES 2/4/6 implies a second MAJOR; the row s correspondence list marks its named unique finds (the four live hedge sentences, the fourth quadrant unbuilt, the k-lint causal story) without assigning severities",post-5.1
DOCM-4,DOCM-4-A1,A,the tree.rs edit inside DOCM-3 s fence is undisclosed in the PR,unilateral,none,"RB does not raise it; the orchestrator adjudicated it DOWN to MINOR, but RA raised it at MAJOR and (a) asks what the reviewer raised",post-5.1
DOCM-4,DOCM-4-A2,A,placement/product Python pages contradict A4,severity_split,MINOR,row: the Python contradictions are convergent/bilateral; RB carried them at MINOR,post-5.1
DOCM-4,DOCM-4-A3,A,"A4 s ""every door"" universal false against six doors",severity_split,MINOR,row: the A4 over-claim is convergent/bilateral; RB has no MAJOR,post-5.1
DOCM-3,DOCM-3-B1,B,"the fold s refusal menu names uncollapsed fold rows, and a union of touching members has no declaration channel and dead-ends",severity_split,MINOR,row: RA raised the same refusal defect at MINOR; adjudicated 1 MAJ bilateral,post-5.1
DOCM-1,DOCM-1-A1,A,on Sym<Interval> a derived-frame extrude refuses at every width while the AUTHORED-frame twin certifies through the same door,unilateral,none,"row: adjudicated a UNILATERAL MAJ, code class, red probe; RB never touches the symbolic lane asymmetry",post-5.1
DOCM-1,DOCM-1-B1,B,A3 cannot see the handedness it names (n -> pose.axis mutant survives; a sense=true fixture and a zero spin everywhere),unilateral,none,"row: adjudicated a UNILATERAL MAJ, test-gap class, surviving mutant; RA never raises A3 s blindness",post-5.1
DOCM-1,DOCM-1-B2,B,"the amendment s item-3 key-guard row cannot fail (feed disabled, 19/19 green)",severity_split,MINOR,"row: the feed s redundancy is RA MINOR / RB MAJOR, bilateral, one defect",post-5.1
DOCM-2,DOCM-2-X1,A,"NameTable::project refuses a tie straddling the two halves as an emission bug, and a pass-through tie carried into a split does exactly that",bilateral,MAJOR,"row: 1 bilateral MAJOR, one defect, both by execution; recorded once",post-5.1
DOCM-7,DOCM-7-B1,B,"the chained-order gap: of three blocks in a row, two orders fuse and two refuse Vanished with an edit diagnosis, against the routing doc, the node doc and role.rs",unilateral,none,row: adjudicated a UNILATERAL MAJOR; RA never raises the chain order,post-5.1
DOCM-7,DOCM-7-A1,A,the content-key member-count feed s named guard row does not go red without the feed (mutant survives the full suite),severity_split,MINOR,"the row calls this a UNILATERAL MAJOR while in the same clause recording that RB RATED IT MINOR, and RB s own MINOR list carries ""the key-feed claim false (mutant survives)"". A finding the counterpart rated MINOR is a severity split, not a unilateral - coded against the row s verdict",post-5.1
DOCM-6,DOCM-6-B1,B,"the widened Uncertified predicate moves the outermost gate s verdict (AtRest[Unattributed] on the base, Uncertified[Carried{Declined}] on the head) with no row",severity_split,MINOR,"the row adjudicates this a UNILATERAL MAJOR while stating in the same clause that RA RATED IT MINOR, and RA s MINOR list carries ""the same Uncertified verdict move (rated MINOR)"". A counterpart rating is a mention - coded against the row s verdict",post-5.1
DOCM-8,DOCM-8-B1,B,three rewritten prose sites assert order-independence a declared member face SPLIT by a later member falsifies (2 of 6 and 8 of 24 orders refuse Vanished),severity_split,MINOR,same shape: the row calls it unilateral while recording that RA rated it MINOR,post-5.1
DOCM-8,DOCM-8-A1,A,"N3 s offer is lost for a face an outer merge consumed (merge_offers reads constituents.contains; base offered the outer row, head offered nothing)",unilateral,none,row: RB did not find it,post-5.1
RIM,RIM-A2,A,"the NotOneRim ""closes leaving matched arcs unused"" guard has NO row (ordered.len() == matched.len() dropped: 2180/2180 green)",unilateral,none,"row: RB never mentioned it; test-gap on the unit s own code, dedup single",post-5.1
RIM,RIM-A1,A,the interval row cannot falsify its subject - the hi() conjunct dropped leaves 2310/2310 green because waisted_at::<Interval> carriers are point enclosures at width 0e0,unilateral,none,"row: unilateral, flagged for the blinded adjudication on whether a point-enclosure fixture is a defect of the unit s own tests",post-5.1
H5,H5-B1,B,"the rewritten assembly recourse and README A3-2 promise the closed-rim carve unconditionally, while the boss s merged top rim refuses UnsupportedChain under that very sentence",severity_split,MINOR,"row: the ringed host is BILATERAL, RB MAJOR == RA MINOR-5, same site; RB sharpened it to the false recourse",post-5.1
ATTR,ATTR-B1,B,"the Display header ""n derived corners"" counts ENTRIES - false on 76.5% of grid-A refusals",severity_split,MINOR,"row: the header is bilateral, RB MAJOR == RA MINOR-2, adjudicated MAJOR",post-5.1
H6,H6-X1,A,"C1 false at an admitted K: the Smooth arm is reached through the public door, returns Ok, and validate_geometric refuses with four SliverDihedral",bilateral,MAJOR,"row: the K-conditional MAJOR is BILATERAL, both executed (RA at K=1.1, RB by classifier row at K=1.2); recorded once",post-5.1
H6,H6-B2,B,sweep/lib.rs:83-86 and :74-76 still state BOTH falsified sentences inside the swept set,unilateral,none,row: RB s doc-class MAJOR is unilateral but 3b-excluded,post-5.1
H6,H6-B3,B,the one-home claim omits geom-brep/src/certify.rs:1685-1689 in the helper s own crate,severity_split,MINOR,row: RB MAJOR == RA MINOR-4,post-5.1
H7,H7-B1,B,the lever corner_at hands cap_transverse is NOT red-capable - arm_len -> T::one() survives all 1101 rows,unilateral,none,"row: unilateral, test-gap on the unit s own new decision, dedup single; RA never raises the lever",post-5.1
H7,H7-B2,B,"the governing docs name blend/ruled.rs, which does not exist",severity_split,MINOR,"row: bilateral with RA F1, doc class",post-5.1
T,T-B1,B,"the door refused the running PHASE s hand-built anchor list, not ""a source face"": a snapshot source face outside the list passed and kef KILLED it on 4 rows",severity_split,MINOR,"row: the door s claim vs enforcement is BILATERAL - RB executed, RA read it as a MINOR; adjudicated MAJOR",post-5.1
SPLIT,SPLIT-B1,B,"docs/KERNEL-VERBS.md:58, a live register, still names ""the ruled-band section of surgery.rs"" - the SECOND staling of one sentence",severity_split,MINOR,"row: BILATERAL, RB MAJOR == RA MINOR-1 s first instance; adjudicated doc-class MAJOR, 3b-excluded",post-5.1
TEAPOT(LIB),TEAPOT-LIB-A1,A,the spout s placement residual is an arithmetic identity that never reads the placed body,severity_split,MINOR,"row: severity labels SWAPPED on both headlines; RA MAJOR / RB MINOR, both then measured the placement off the body at exactly 0.0",post-5.1
TEAPOT(LIB),TEAPOT-LIB-B1,B,the Python lid row cannot tell which rims rolled,severity_split,MINOR,row: RB MAJOR / RA MINOR; both ran the vertex-3-for-4 mutant green,post-5.1
PERF-2,PERF-2-A1,A,the stamped-order invariant the repo-wide lint exception rests on has no mechanical guard (no test touches stamp/seal_order; seal_order unreachable from tests),severity_split,MINOR,"row: both found the unenforced invariant, severity divergence - explicitly not a tally candidate",post-5.1
PERF-4,PERF-4-X1,A,the tier-1 postcondition walk misses guardless doors - RA: 15 free-fn sites invisible; RB: enter_surgery is pub on &self,bilateral,MAJOR,row: both arms found the unguarded-door class from two ends; recorded once,post-5.1
PERF-5,PERF-5-A1,A,level 1 is keyed by content key alone while the eval memo requires content + naming key; the served id map rests on FaceKey stability,unilateral,none,"RB argued level 1 sound because names resolve at pick time - it engaged the surface and endorsed it, never raising the defect",post-5.1
PERF-5,PERF-5-A2,A,chord positions in the key cannot be falsified at the body level,severity_split,MINOR,row: BOTH arms found chord positions and parameters unfalsifiable at the body level; adjudicated down to MINOR,post-5.1
PERF-6,PERF-6-A1,A,"plus_v_invariant maps Undecided to no error and nothing reads target_refusal(), so a body whose sign is undecided PASSES tier 3 where main refused",unilateral,none,row: each MAJOR unilateral; RB argued the sign decision sound on the PASS/REFUSE exits and did not examine the undecided exit,post-5.1
PERF-6,PERF-6-B1,B,"the digest s roster names a closed-form body as its cylinder-lane row, so the lane whose budget exit moved has no bit pin and three of five rows are eps-invariant",unilateral,none,row: each MAJOR unilateral; RA did not examine the roster s lane coverage,post-5.1
